UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
6001,,,300.4,310.2,7.266827347520591,43.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2954,,,300.7,309.5,7.364547014255642,35.4,34.0,0.0,0.0,0.0,0.0,0.0,0.0
3805,,,302.3,310.1,7.333023014386481,33.4,62.0,0.0,0.0,0.0,0.0,0.0,0.0
2873,,,300.8,309.6,7.427144133408616,28.7,22.0,0.0,0.0,0.0,0.0,0.0,0.0
698,,,297.6,308.8,7.282073658093465,39.7,69.0,0.0,0.0,0.0,0.0,0.0,0.0
3701,,,302.1,311.2,7.277938572945661,50.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0
3794,,,302.3,310.9,7.22983877815125,49.3,34.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0
8333,,,298.8,309.7,7.333023014386481,44.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0
3490,,,301.9,310.1,7.341483852363161,36.7,101.0,0.0,0.0,0.0,0.0,0.0,0.0
9237,,,298.1,308.7,7.350516171833998,31.6,145.0,0.0,0.0,0.0,0.0,0.0,0.0
4614,,,303.1,311.3,7.247080584585756,55.6,150.0,0.0,0.0,0.0,0.0,0.0,0.0
2672,,,299.7,309.3,7.24422751560335,41.9,221.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
6253,,,300.8,310.3,7.338888133838879,36.1,198.0,0.0,0.0,0.0,0.0,0.0,0.0
2296,,,299.4,308.7,7.321849713788356,37.2,126.0,0.0,0.0,0.0,0.0,0.0,0.0
2924,,,300.7,309.7,7.242797922793756,51.3,155.0,0.0,0.0,0.0,0.0,0.0,0.0
6487,,,300.5,309.8,7.570443252057374,21.4,164.0,0.0,0.0,0.0,0.0,0.0,0.0
597,,,297.6,309.6,7.333676395657684,37.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0
3724,,,302.3,311.2,7.472500744737558,24.4,68.0,0.0,0.0,0.0,0.0,0.0,0.0
6932,,,300.8,311.4,7.3277805384216315,39.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0
5659,,,302.2,311.4,7.224753405767971,55.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0
4055,,,301.9,310.9,7.284134806195205,43.6,45.0,0.0,0.0,0.0,0.0,0.0,0.0
4151,,,301.9,310.4,7.384610383176974,34.8,71.0,0.0,0.0,0.0,0.0,0.0,0.0
1670,,,298.2,307.9,7.3427791893318455,31.4,192.0,0.0,0.0,0.0,0.0,0.0,0.0
8355,,,298.6,309.6,7.237778191923443,50.3,196.0,0.0,0.0,0.0,0.0,0.0,0.0
6125,,,300.9,310.9,7.454719949364001,30.1,102.0,0.0,0.0,0.0,0.0,0.0,0.0
4361,,,302.1,310.1,7.342131730584722,35.8,164.0,0.0,0.0,0.0,0.0,0.0,0.0
476,,,297.4,309.1,7.2305631534092925,41.1,152.0,0.0,0.0,0.0,0.0,0.0,0.0
3486,,,301.9,310.8,7.2640301428995295,47.7,92.0,0.0,0.0,0.0,0.0,0.0,0.0
6898,,,301.0,311.6,7.210079628170788,63.5,143.0,0.0,0.0,0.0,0.0,0.0,0.0
3232,,,300.7,309.3,7.262628600974241,45.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
991,,,296.2,307.0,7.254884810077338,48.3,162.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,,,299.9,309.2,7.413970290190444,34.8,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8343,,,298.7,309.7,7.32052696227274,40.6,162.0,0.0,0.0,0.0,0.0,0.0,0.0
5592,,,302.5,310.1,7.362010551259734,33.8,63.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,,,296.2,307.3,7.297091005160418,37.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,,,298.1,309.0,7.271703706887368,41.4,60.0,0.0,0.0,0.0,0.0,0.0,0.0
697,,,297.6,309.0,7.504391559161238,25.3,66.0,0.0,0.0,0.0,0.0,0.0,0.0
5175,,,304.2,313.5,7.237778191923443,47.8,83.0,0.0,0.0,0.0,0.0,0.0,0.0
4112,,,302.0,310.6,7.355001921105257,41.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0
8368,,,298.9,309.8,7.237778191923443,49.9,21.0,0.0,0.0,0.0,0.0,0.0,0.0
49,,,298.8,310.1,7.262628600974241,53.9,135.0,0.0,0.0,0.0,0.0,0.0,0.0
758,,,296.9,310.1,7.349873704738337,33.7,229.0,0.0,0.0,0.0,0.0,0.0,0.0
2801,,,300.2,309.5,7.313886831633462,45.7,89.0,0.0,0.0,0.0,0.0,0.0,0.0
1804,,,298.1,310.1,7.236339342754344,40.3,109.0,0.0,0.0,0.0,0.0,0.0,0.0
6417,,,300.4,310.1,7.3031700512368,38.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0
2043,,,299.1,308.9,7.242797922793756,52.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0
7419,,,300.2,311.4,7.2640301428995295,39.7,196.0,0.0,0.0,0.0,0.0,0.0,0.0
9107,,,297.4,308.3,7.5256399750415355,21.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0
6329,,,300.7,310.0,7.422373700986824,29.7,176.0,0.0,0.0,0.0,0.0,0.0,0.0
16,,,298.6,309.2,7.341483852363161,48.4,42.0,0.0,0.0,0.0,0.0,0.0,0.0
6647,,,301.5,310.5,7.299797366758161,34.2,147.0,0.0,0.0,0.0,0.0,0.0,0.0
2193,,,299.6,309.0,7.29505641646263,48.8,72.0,0.0,0.0,0.0,0.0,0.0,0.0
320,,,297.8,308.4,7.385851078125209,32.1,183.0,0.0,0.0,0.0,0.0,0.0,0.0
3059,,,300.0,309.0,7.444248649496705,32.1,79.0,0.0,0.0,0.0,0.0,0.0,0.0
8389,,,298.9,309.9,7.2196420401307355,46.5,75.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,,,300.1,309.4,7.358193752733032,39.7,42.0,0.0,0.0,0.0,0.0,0.0,0.0
3265,,,301.3,310.1,7.283448228756631,44.1,188.0,0.0,0.0,0.0,0.0,0.0,0.0
52,,,298.9,310.1,7.232733136177615,54.9,145.0,0.0,0.0,0.0,0.0,0.0,0.0
6236,,,301.3,310.1,7.3758821482150125,33.9,157.0,0.0,0.0,0.0,0.0,0.0,0.0
1751,,,298.4,307.8,7.388946097618437,31.6,173.0,0.0,0.0,0.0,0.0,0.0,0.0
7855,,,300.3,311.8,7.347299700743164,37.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,,,298.8,310.2,7.283448228756631,44.9,107.0,0.0,0.0,0.0,0.0,0.0,0.0
6724,,,301.4,310.6,7.356279876550748,36.1,110.0,0.0,0.0,0.0,0.0,0.0,0.0
9840,,,298.4,309.2,7.307872780763706,51.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0
9430,,,298.2,308.8,7.312553498102598,36.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,,,298.1,307.7,7.477604243197589,27.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0
3853,,,302.3,310.9,7.618251097876695,19.7,190.0,0.0,0.0,0.0,0.0,0.0,0.0
455,,,297.4,308.7,7.292337176173877,46.6,94.0,0.0,0.0,0.0,0.0,0.0,0.0
1700,,,298.1,307.7,7.162397497355718,48.3,42.0,0.0,0.0,0.0,0.0,0.0,0.0
6317,,,300.9,310.4,7.3427791893318455,36.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0
6897,,,301.0,311.6,7.282761179605593,40.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0
4103,,,302.0,310.4,7.280008252884188,46.6,165.0,0.0,0.0,0.0,0.0,0.0,0.0
9854,,,298.6,309.4,7.330405211844402,37.8,54.0,0.0,0.0,0.0,0.0,0.0,0.0
6230,,,301.3,310.9,7.680637427560936,17.4,143.0,0.0,0.0,0.0,0.0,0.0,0.0
8620,,,297.6,308.6,7.300472814267799,39.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0
4603,,,303.0,311.0,7.251344983372214,41.7,120.0,0.0,0.0,0.0,0.0,0.0,0.0
927,,,295.6,306.1,7.224753405767971,55.6,215.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0
1768,,,298.3,307.7,7.327123292259293,41.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0
2287,,,299.4,308.7,7.162397497355718,60.5,104.0,0.0,0.0,0.0,0.0,0.0,0.0
5408,,,302.7,312.4,7.578145472419466,24.8,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2568,,,299.4,309.1,7.4770384723196965,24.6,158.0,0.0,0.0,0.0,0.0,0.0,0.0
1148,,,297.1,308.0,7.43307534889858,25.6,159.0,0.0,0.0,0.0,0.0,0.0,0.0
270,,,298.0,308.0,7.329749689041512,37.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
7562,,,300.3,310.1,7.236339342754344,49.4,128.0,0.0,0.0,0.0,0.0,0.0,0.0
7173,,,300.1,310.1,7.246368080102461,46.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0
7290,,,300.3,310.6,7.2682230211595655,53.8,86.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,,,298.9,308.2,7.511524648390866,23.8,26.0,0.0,0.0,0.0,0.0,0.0,0.0
7044,,,300.7,310.6,7.604396348796338,19.1,102.0,0.0,0.0,0.0,0.0,0.0,0.0
86,,,299.0,309.0,7.498315870766981,26.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0
4918,,,303.4,312.2,7.3537223303996315,38.2,45.0,0.0,0.0,0.0,0.0,0.0,0.0
3477,,,301.8,310.6,7.328437352895162,43.8,70.0,0.0,0.0,0.0,0.0,0.0,0.0
2346,,,299.2,308.4,7.297091005160418,38.7,22.0,0.0,0.0,0.0,0.0,0.0,0.0
7733,,,300.6,312.0,7.266128779556451,42.7,130.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,,,298.8,308.6,7.456454555176209,25.9,59.0,0.0,0.0,0.0,0.0,0.0,0.0
5484,,,302.6,312.1,7.601402334583733,21.9,200.0,0.0,0.0,0.0,0.0,0.0,0.0
6003,,,300.5,310.3,7.428927194802272,31.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0
6868,,,301.0,311.3,7.202661196523238,50.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0
9818,,,298.5,309.3,7.290292882446597,42.4,173.0,0.0,0.0,0.0,0.0,0.0,0.0
5765,,,301.7,310.1,7.371489295214277,37.9,75.0,0.0,0.0,0.0,0.0,0.0,0.0
411,,,297.5,308.6,7.29505641646263,44.9,198.0,0.0,0.0,0.0,0.0,0.0,0.0
5433,,,302.8,312.4,7.239214973779806,46.2,70.0,0.0,0.0,0.0,0.0,0.0,0.0
6227,,,301.3,311.0,7.201916317531627,59.3,134.0,0.0,0.0,0.0,0.0,0.0,0.0
5941,,,300.6,310.1,7.2640301428995295,52.8,75.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,,,298.0,307.7,7.299797366758161,42.5,47.0,0.0,0.0,0.0,0.0,0.0,0.0
302,,,297.7,308.4,7.462214939768189,27.1,136.0,0.0,0.0,0.0,0.0,0.0,0.0
7902,,,300.8,312.4,7.2196420401307355,44.5,129.0,0.0,0.0,0.0,0.0,0.0,0.0
6709,,,301.4,310.6,7.289610521451167,37.4,74.0,0.0,0.0,0.0,0.0,0.0,0.0
4773,,,303.6,312.0,7.269616749608169,37.9,98.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,,,297.1,308.4,7.267525427828172,53.4,199.0,0.0,0.0,0.0,0.0,0.0,0.0
5057,,,303.9,312.9,7.266128779556451,53.5,189.0,0.0,0.0,0.0,0.0,0.0,0.0
4980,,,303.7,312.7,7.385851078125209,36.3,200.0,0.0,0.0,0.0,0.0,0.0,0.0
4176,,,302.3,310.7,7.385851078125209,33.4,139.0,0.0,0.0,0.0,0.0,0.0,0.0
9752,,,298.6,309.9,7.38770923908104,28.8,199.0,0.0,0.0,0.0,0.0,0.0,0.0
8212,,,299.2,310.6,7.424165281042028,33.3,28.0,0.0,0.0,0.0,0.0,0.0,0.0
7426,,,300.0,311.4,7.491087593534876,24.1,213.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,,,298.7,308.6,7.45182223652793,24.7,64.0,0.0,0.0,0.0,0.0,0.0,0.0
4747,,,303.2,311.2,7.2640301428995295,45.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0
880,,,295.8,306.3,7.198931240688173,54.6,87.0,0.0,0.0,0.0,0.0,0.0,0.0
6149,,,301.1,311.2,7.355641102974253,37.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
8940,,,297.3,308.4,7.268920128193722,44.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8687,,,297.2,308.5,7.385230923066573,31.6,197.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,,,300.1,309.3,7.201170883281678,56.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0
8019,,,301.0,311.9,7.5443321080536885,23.5,198.0,0.0,0.0,0.0,0.0,0.0,0.0
416,,,297.5,308.4,7.321188556739478,42.8,209.0,0.0,0.0,0.0,0.0,0.0,0.0
7304,,,300.1,310.6,7.226209010100671,45.4,119.0,0.0,0.0,0.0,0.0,0.0,0.0
5470,,,302.7,312.2,7.272398392570047,42.5,164.0,0.0,0.0,0.0,0.0,0.0,0.0
631,,,298.3,310.0,7.2868764117507,47.6,101.0,0.0,0.0,0.0,0.0,0.0,0.0
9858,,,298.6,309.5,7.220373836723949,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0
6259,,,301.1,310.7,7.367708572374371,40.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
6619,,,301.6,310.6,7.177782416195197,65.8,75.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
7512,,,300.4,311.8,7.379008127628304,36.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8407,,,298.4,309.5,7.20414929203594,45.3,122.0,0.0,0.0,0.0,0.0,0.0,0.0
5216,,,303.7,312.7,7.334981878871814,42.7,194.0,0.0,0.0,0.0,0.0,0.0,0.0
7169,,,300.3,310.3,7.4413203897176174,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2650,,,299.9,309.5,7.367077059881012,38.2,160.0,0.0,0.0,0.0,0.0,0.0,0.0
5297,,,303.8,313.2,7.22983877815125,50.2,178.0,0.0,0.0,0.0,0.0,0.0,0.0
4793,,,303.7,312.7,7.355641102974253,40.2,150.0,0.0,0.0,0.0,0.0,0.0,0.0
7910,,,300.7,312.2,7.372118028337787,38.5,148.0,0.0,0.0,0.0,0.0,0.0,0.0
639,,,298.0,309.6,7.337587743538596,37.3,120.0,0.0,0.0,0.0,0.0,0.0,0.0
5376,,,302.9,312.3,7.333676395657684,34.9,185.0,0.0,0.0,0.0,0.0,0.0,0.0
4185,,,302.2,310.6,7.19668657083435,53.2,159.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0
6997,,,300.5,310.6,7.3914152346753585,32.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0
7444,,,300.1,311.6,7.371489295214277,37.9,37.0,0.0,0.0,0.0,0.0,0.0,0.0
8491,,,298.5,309.6,7.21890970761906,58.7,123.0,0.0,0.0,0.0,0.0,0.0,0.0
3522,,,301.9,311.0,7.340835554123275,38.9,193.0,0.0,0.0,0.0,0.0,0.0,0.0
7878,,,300.7,312.3,7.259116128097101,53.8,67.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,,,298.1,307.7,7.441906728051625,29.1,109.0,0.0,0.0,0.0,0.0,0.0,0.0
6944,,,300.7,311.3,7.328437352895162,35.2,48.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,,,298.4,309.0,7.29641326877392,52.7,95.0,0.0,0.0,0.0,0.0,0.0,0.0
6550,,,301.3,310.6,7.331714969726466,44.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
407,,,297.4,308.6,7.272398392570047,51.9,188.0,0.0,0.0,0.0,0.0,0.0,0.0
925,,,295.5,306.0,7.496097345175956,27.6,208.0,0.0,0.0,0.0,0.0,0.0,0.0
4293,,,301.8,310.1,7.771910256435763,13.9,205.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
4233,,,302.2,310.9,7.2813856635702825,42.3,56.0,0.0,0.0,0.0,0.0,0.0,0.0
6625,,,301.7,310.7,7.334981878871814,39.8,92.0,0.0,0.0,0.0,0.0,0.0,0.0
7143,,,300.3,309.7,7.2813856635702825,41.5,139.0,0.0,0.0,0.0,0.0,0.0,0.0
3594,,,301.6,310.4,7.228388451573604,44.9,161.0,0.0,0.0,0.0,0.0,0.0,0.0
7921,,,300.8,312.0,7.232010331664759,49.3,177.0,0.0,0.0,0.0,0.0,0.0,0.0
4188,,,302.2,310.7,7.379008127628304,33.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0
9624,,,298.9,310.1,7.213031659834869,47.8,116.0,0.0,0.0,0.0,0.0,0.0,0.0
5414,,,302.7,312.5,7.331714969726466,36.4,26.0,0.0,0.0,0.0,0.0,0.0,0.0
4890,,,303.7,312.5,7.398174092970465,36.6,186.0,0.0,0.0,0.0,0.0,0.0,0.0
2110,,,299.3,309.0,7.311218384419629,43.4,67.0,0.0,0.0,0.0,0.0,0.0,0.0
3020,,,300.5,309.8,7.22983877815125,54.2,207.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0
5556,,,302.5,312.0,7.252762418053187,44.2,177.0,0.0,0.0,0.0,0.0,0.0,0.0
5073,,,304.1,313.0,7.25063551189868,45.3,28.0,0.0,0.0,0.0,0.0,0.0,0.0
5332,,,303.7,312.8,7.278628942320682,44.5,55.0,0.0,0.0,0.0,0.0,0.0,0.0
8098,,,300.3,311.7,7.2813856635702825,41.5,172.0,0.0,0.0,0.0,0.0,0.0,0.0
1197,,,297.0,307.9,7.309212365692763,34.7,57.0,0.0,0.0,0.0,0.0,0.0,0.0
7791,,,300.1,311.4,7.455876687491824,29.3,71.0,0.0,0.0,0.0,0.0,0.0,0.0
2583,,,299.2,309.0,7.38770923908104,33.7,193.0,0.0,0.0,0.0,0.0,0.0,0.0
9791,,,298.6,309.5,7.302496423727326,43.2,92.0,0.0,0.0,0.0,0.0,0.0,0.0
8298,,,298.8,310.2,7.3752557780097545,33.1,34.0,0.0,0.0,0.0,0.0,0.0,0.0
8143,,,299.7,310.1,7.278628942320682,49.8,80.0,0.0,0.0,0.0,0.0,0.0,0.0
7470,,,300.3,311.6,7.382746449738912,33.5,109.0,0.0,0.0,0.0,0.0,0.0,0.0
7396,,,299.7,310.1,7.360739903058278,38.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,,,298.8,310.1,7.382746449738912,39.5,105.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,,,299.7,309.1,7.447751280047908,27.8,192.0,0.0,0.0,0.0,0.0,0.0,0.0
6557,,,301.5,310.7,7.430707082545968,27.9,135.0,0.0,0.0,0.0,0.0,0.0,0.0
4688,,,303.5,311.6,7.688913336864796,17.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
7270,,,300.4,310.5,7.340186835320115,33.4,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,,,298.9,310.1,7.32052696227274,43.5,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8336,,,299.0,309.8,7.714677473800927,15.9,144.0,0.0,0.0,0.0,0.0,0.0,0.0
4553,,,302.7,310.5,7.53955882930103,22.7,207.0,0.0,0.0,0.0,0.0,0.0,0.0
6896,,,301.0,310.1,7.213768308118642,45.6,137.0,0.0,0.0,0.0,0.0,0.0,0.0
4887,,,303.8,312.5,7.224753405767971,45.7,180.0,0.0,0.0,0.0,0.0,0.0,0.0
4290,,,301.8,310.0,7.485491608030754,23.9,198.0,0.0,0.0,0.0,0.0,0.0,0.0
463,,,297.4,308.7,7.2682230211595655,43.4,116.0,0.0,0.0,0.0,0.0,0.0,0.0
9929,,,298.4,308.5,7.3632795869630385,27.4,55.0,0.0,0.0,0.0,0.0,0.0,0.0
1117,,,296.4,307.3,7.305188215393037,37.5,83.0,0.0,0.0,0.0,0.0,0.0,0.0
6485,,,300.6,309.8,7.5569505720129,22.5,157.0,0.0,0.0,0.0,0.0,0.0,0.0
6342,,,300.4,309.8,7.259819610363186,47.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8696,,,297.2,308.6,7.312553498102598,44.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8378,,,298.8,309.7,7.198183577101943,50.3,44.0,0.0,0.0,0.0,0.0,0.0,0.0
8902,,,297.3,308.6,7.277247726631484,50.1,144.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,,,299.1,308.5,7.370230641807081,35.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
19,,,298.8,309.2,7.175489713624222,54.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,,,298.0,308.7,7.1459844677143876,69.4,189.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0
210,,,298.4,308.6,7.298445101508147,44.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0
3488,,,301.8,310.8,7.319202458767849,38.8,96.0,0.0,0.0,0.0,0.0,0.0,0.0
4217,,,301.9,310.7,7.223295679562314,50.3,20.0,0.0,0.0,0.0,0.0,0.0,0.0
7272,,,300.3,310.4,7.165493475060845,49.7,37.0,0.0,0.0,0.0,0.0,0.0,0.0
8742,,,297.4,308.8,7.338888133838879,41.2,126.0,0.0,0.0,0.0,0.0,0.0,0.0
8646,,,297.6,308.6,7.30854279753919,35.5,88.0,0.0,0.0,0.0,0.0,0.0,0.0
6599,,,301.5,310.7,7.261927092702751,51.1,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8303,,,298.7,310.1,7.403670290012373,31.1,49.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,,,297.1,308.4,7.454141078146678,28.4,202.0,0.0,0.0,0.0,0.0,0.0,0.0
3855,,,302.4,310.1,7.199678345691172,67.6,194.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0
2609,,,299.5,309.3,7.251344983372214,44.7,46.0,0.0,0.0,0.0,0.0,0.0,0.0
2639,,,299.8,309.5,7.461640392208575,27.5,128.0,0.0,0.0,0.0,0.0,0.0,0.0
5818,,,301.3,311.0,7.341483852363161,35.1,204.0,0.0,0.0,0.0,0.0,0.0,0.0
9175,,,297.8,308.9,7.534762657037537,25.6,200.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0
6583,,,301.5,310.5,7.332369205929062,35.7,198.0,0.0,0.0,0.0,0.0,0.0,0.0
8926,,,297.2,308.2,7.2485040723706105,42.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0
1709,,,298.2,307.8,7.395107546562485,31.5,64.0,0.0,0.0,0.0,0.0,0.0,0.0
508,,,297.8,309.4,7.27655640271871,48.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0
7393,,,299.7,310.5,7.30854279753919,39.3,131.0,0.0,0.0,0.0,0.0,0.0,0.0
8404,,,298.5,309.6,7.288244401020124,45.1,115.0,0.0,0.0,0.0,0.0,0.0,0.0
6945,,,300.7,311.3,7.305188215393037,39.8,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1825,,,298.1,307.5,7.238496840894365,57.4,161.0,0.0,0.0,0.0,0.0,0.0,0.0
6683,,,301.5,310.8,7.321849713788356,38.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8260,,,299.1,310.5,7.294377299288821,38.4,146.0,0.0,0.0,0.0,0.0,0.0,0.0
5711,,,302.2,311.7,7.254177846456518,46.5,147.0,0.0,0.0,0.0,0.0,0.0,0.0
5677,,,302.3,311.8,7.356279876550748,37.8,59.0,0.0,0.0,0.0,0.0,0.0,0.0
9138,,,297.7,308.7,7.4570320891223805,28.4,104.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,,,302.6,311.6,7.282073658093465,37.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0
7762,,,300.4,311.6,7.447751280047908,30.8,203.0,0.0,0.0,0.0,0.0,0.0,0.0
9235,,,298.3,309.1,7.552237287560802,20.3,140.0,0.0,0.0,0.0,0.0,0.0,0.0
2332,,,299.3,308.6,7.233455418621439,53.6,218.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0
7210,,,299.8,309.7,7.393263094763838,34.2,96.0,0.0,0.0,0.0,0.0,0.0,0.0
3938,,,302.5,311.5,7.497207223203318,26.4,192.0,0.0,0.0,0.0,0.0,0.0,0.0
8890,,,297.7,308.8,7.644919344958857,19.1,111.0,0.0,0.0,0.0,0.0,0.0,0.0
8786,,,297.5,308.6,7.43543801981455,27.1,36.0,0.0,0.0,0.0,0.0,0.0,0.0
3877,,,302.6,311.8,7.395107546562485,31.8,23.0,0.0,0.0,0.0,0.0,0.0,0.0
9990,,,298.8,308.5,7.363913501405819,33.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,,,300.2,309.5,7.688913336864796,17.8,39.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,,,297.4,308.8,7.215239978730097,48.7,220.0,0.0,0.0,0.0,0.0,0.0,0.0
2768,,,300.0,309.5,7.563200592358071,21.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0
9332,,,298.4,308.9,7.311218384419629,37.9,194.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,,,301.9,310.7,7.5745584842024805,25.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0
7667,,,300.6,311.7,7.261927092702751,50.8,182.0,0.0,0.0,0.0,0.0,0.0,0.0
3506,,,301.6,310.8,7.454141078146678,26.7,150.0,0.0,0.0,0.0,0.0,0.0,0.0
2048,,,299.3,309.2,7.4821189235521155,24.2,125.0,0.0,0.0,0.0,0.0,0.0,0.0
1848,,,297.8,307.3,7.253470382684528,50.7,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2323,,,299.2,308.7,7.323170717943469,41.9,196.0,0.0,0.0,0.0,0.0,0.0,0.0
4561,,,302.7,310.7,7.37650812632622,41.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0
6002,,,300.4,310.2,7.2305631534092925,47.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2992,,,300.5,309.7,7.201916317531627,50.9,137.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,,,298.1,308.3,7.282073658093465,41.5,204.0,0.0,0.0,0.0,0.0,0.0,0.0
9135,,,297.7,308.7,7.27931883541462,40.2,95.0,0.0,0.0,0.0,0.0,0.0,0.0
5940,,,300.5,310.5,7.251344983372214,60.9,73.0,0.0,0.0,0.0,0.0,0.0,0.0
9754,,,298.5,310.1,7.374001859350161,35.1,203.0,0.0,0.0,0.0,0.0,0.0,0.0
6685,,,301.6,310.9,7.338888133838879,40.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,,,301.2,310.3,7.213768308118642,54.5,49.0,0.0,0.0,0.0,0.0,0.0,0.0
5978,,,300.6,310.7,7.467942332285852,30.6,171.0,0.0,0.0,0.0,0.0,0.0,0.0
3015,,,300.5,309.7,7.365812837209472,42.8,196.0,0.0,0.0,0.0,0.0,0.0,0.0
7537,,,300.1,311.3,7.855544677915663,12.5,64.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0
5222,,,303.9,313.0,7.394493107219038,31.4,209.0,0.0,0.0,0.0,0.0,0.0,0.0
9080,,,297.3,308.1,7.349230824613334,42.4,158.0,0.0,0.0,0.0,0.0,0.0,0.0
8810,,,297.3,308.5,7.315883504509785,43.3,90.0,0.0,0.0,0.0,0.0,0.0,0.0
